clip_id	sec	frames	sample_tokens	text
LJ003-0102	8.831	111	928	Mr. Buxton, in the work already quoted, instances another grievous case of the horrors of indiscriminate association in Newgate.
LJ003-0104	2.248	29	252	Having been committed to Clerkenwell,
LJ003-0106	3.955	50	426	The first night in Newgate, and for the subsequent fortnight,
LJ003-0108	4.732	60	507	Spirits were freely introduced, and although he at first abstained,
LJ003-0110	4.674	59	499	They viewed him with some suspicion, as one of whom they knew nothing.
LJ003-0112	7.646	96	804	When any prisoner committed an offense against the community or against an individual, he was tried by a court in the jail.
LJ003-0114	7.043	89	745	was appointed judge, and a towel tied in knots was hung on each side in imitation of a wig.
LJ003-0116	9.237	116	967	A jury having been selected and duly sworn, the culprit was then arraigned. Justice, however, was not administered with absolute integrity.
LJ003-0118	5.232	66	557	Various punishments were inflicted, the heaviest of which was standing in the pillory.
LJ003-0120	3.560	45	385	The culprit was then compelled to carry the chair about with him.
LJ003-0122	5.255	66	553	The prisoner mentioned above was continually persecuted by trials of this kind.
LJ003-0126	5.789	73	611	The unfortunate man was compelled at length to adopt the habits of his associates;
LJ003-0128	9.330	117	977	caught their flash terms and sung their songs, was admitted to their revels, and acquired, in place of habits of perfect sobriety,
LJ003-0130	7.229	91	764	His wife visited him in Newgate, and wrote a pitiable account of the state in which she found her husband.
LJ003-0132	9.307	117	973	whose language and manners, whose female associates of the most abandoned description, and the scenes consequent with such lost wretches
LJ003-0134	2.968	38	329	One day he was too ill to come down and meet her.
LJ003-0136	9.307	117	978	pale as death, very ill, and in a dreadfully dirty state, the wretches making game of him, and enjoying my distress;
LJ003-0138	4.547	57	483	Though they could not force him to gamble, he was compelled to drink,
LJ003-0140	4.338	55	465	otherwise he would have been stripped of his clothes. End quote.
LJ003-0142	3.943	50	425	to purchase the greater ease and comfort of the master's side.
LJ003-0144	7.914	99	826	the wards being furnished with barrack bedsteads, upon which each prisoner had the regulation allowance of sleeping room
LJ003-0146	8.053	101	846	without them the keeper declared that he could not pay the salaries of turnkeys and servants, nor keep the prison going at all.
LJ003-0148	8.900	112	934	and spent in providing coals, candles, plates, knives, and forks; while all the occupants of this part of the prison
LJ003-0150	7.565	95	795	but they had no share in the prison meat or other charities, and they or their friends found them in food.
LJ003-0152	6.996	88	740	It was the only way to escape the horrors, the distress, penury, and rags of the common yards.
LJ003-0154	5.545	70	591	Artisans and others were at liberty to work at their trades, provided they were not dangerous.
LJ003-0156	8.784	110	921	All the money earned by prisoners was at their own disposal, and was spent almost habitually in drink, chambering, and wantonness.
LJ003-0158	7.205	91	764	from whom still higher fees were exacted, with the same discreditable idea of swelling the revenues of the prison.
LJ003-0160	6.985	88	739	and no lodger was rejected, whatever his status, who offered himself and could bring grist to the mill.
LJ003-0162	6.799	85	710	the convicted felon, the transport awaiting removal, the lunatic whose case was still undecided,
LJ003-0164	2.979	38	324	or the daring reporter of parliamentary debates.
LJ003-0166	6.648	84	703	association at one time forbidden by custom, but which greed and rapacity long made the rule.
LJ003-0168	9.527	120	1008	Ten and sixpence a week more was charged as rent for a single bed; where two or more slept in a bed the rent was seven shillings a week each.
LJ003-0170	7.809	98	821	A Mr. Lundy, charged with forgery, was thus accommodated on the state side for upwards of five years.
LJ003-0172	2.979	38	328	The keeper went still further in his efforts to make money.
LJ003-0174	6.532	82	693	Mr. Davison, sent to Newgate for embezzlement, and whose case is given in the preceding chapter,
LJ003-0176	6.300	79	669	Mr. Cobbett was also a lodger of Mr. Newman's; and so were any members of the aristocracy,
LJ003-0178	4.640	58	492	The female felons' wards I shall describe at length in the next chapter,
LJ003-0180	8.169	103	857	These wards were always full to overflowing; sometimes double the number the rooms could accommodate were crowded into them.
LJ003-0182	4.535	57	484	The tried and the untried, young and old, were herded together
LJ003-0184	5.986	75	633	all the contagion and profligacy which prevailed in this part of the prison, end quote.
LJ003-0186	9.388	118	984	Only when the order of execution came down were those about to suffer placed apart in one of the rooms in the arcade of the middle ward.
LJ003-0188	4.477	56	473	The old press yard has been fully described in a previous chapter.
LJ003-0190	5.290	67	562	Except in murder cases, where the execution was generally very promptly performed,
LJ003-0192	4.918	62	522	Hence there was a terrible accumulation of prisoners in the condemned cells.
LJ003-0194	5.951	75	631	At another time there were fifty, one of whom had been under sentence a couple of years.
LJ003-0196	7.043	89	744	five of whom had been condemned the previous July, four in September, and twenty-nine in October.
LJ003-0198	6.265	79	661	Few realizing that the dreadful fate would overtake them, dismissed the prospect of death,
LJ003-0200	3.432	43	366	Visitors were permitted access to them without stint;
LJ003-0202	8.424	106	890	These capital convicts, says Mr. Bennet, quote, lessened the ennui and despair of their situation by unbecoming merriment
LJ003-0204	9.516	119	989	I saw Cashman a few hours before his execution, smoking and drinking with the utmost unconcern and indifference, end quote.
LJ003-0206	7.345	92	772	and their gibes and jollity counteracted the ordinary's counsels or the independent preacher's earnest prayers.
LJ003-0208	5.859	74	623	a number of amateurs were ever ready to give their gratuitous ministrations to the condemned.
LJ003-0210	9.179	115	960	at night they were placed in the fifteen cells, two, three, or more together, according to the total number to be accommodated.
LJ003-0212	8.030	101	841	But they nevertheless frequently managed to secrete the means of making away with themselves, and accomplished their purpose.
LJ003-0214	7.205	91	762	in couples, from the time of sentence to that of execution, which was about three or four days generally,
LJ003-0216	5.777	73	613	This latter was an ordeal which all dreaded, and many avoided by denying their faith.
LJ003-0218	8.668	109	908	The chapel was filled with a curious but callous congregation, who came to stare at the miserable people thus publicly exposed.
LJ003-0220	4.001	51	434	quote, so discreditable to the metropolis, end quote.
LJ003-0222	6.288	79	662	The jail was neither suitable nor sufficiently large. It was not even kept weather-tight.
LJ003-0224	7.205	91	764	Supplies of common necessaries, such as have now been part of the furniture of every British jail for many years,
LJ003-0226	8.030	101	843	The rations of food were notoriously inadequate, and so carelessly distributed, that many were left to starve.
LJ003-0228	2.468	31	268	and the general insufficiency was such
LJ003-0230	7.670	96	805	The prison allowances were eked out by the broken victuals generously given by several eating-house keepers in the city,
LJ003-0232	4.535	57	484	These were fetched away in a large tub on a truck by a turnkey.
LJ003-0234	8.517	107	894	The bedding was scanty; fuel and light had to be purchased out of prisoners' private means; clothing was issued but rarely,
LJ003-0236	6.497	82	688	Garnish continued to be demanded long after it had disappeared in other and better-regulated prisons.
LJ003-0238	5.870	74	624	and they were exacted to relieve a rich corporation from paying for the maintenance of their own prison.
LJ003-0240	5.650	71	596	with ruined character, bad habits, and often bad health contracted in the jail.
LJ003-0242	6.300	79	662	was still practiced, that of loading newly-arrived prisoners until they paid certain fees.
LJ003-0244	8.517	107	901	At the commencement of every sessions, such of the untried as had purchased "easement" of irons were called up and re-fettered,
LJ003-0246	7.287	92	765	sometimes the wearer was declared medically unfit, or he obtained release by long good conduct,
LJ003-0248	6.520	82	690	The irons weighed from three to four pounds, but heavier irons, seven or eight pounds' weight,
LJ003-0250	8.401	106	888	the culprit was chained down to the floor by running a chain through his irons which prevented him from climbing to the window of his cell.
LJ003-0252	4.256	54	455	of distinguishing a prisoner from a stranger and temporary visitor.
LJ003-0254	6.509	82	685	whereas irons cannot well be exchanged without loss of time and attracting much attention.
LJ003-0256	7.414	93	777	By this means spirits, otherwise unattainable and strictly prohibited, were smuggled into the jail.
